# listNFWModel[0.125, 0.4875, 1/(2*Pi), 0.00375, "halo_c039_a125_e00375.txt", {2, -16, 6, 1/16}, 12]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  6.44196133e+0  1.02083065e-22  4.70433904e-3  1.45282120e-12  1.02082197e-22
  6.72717132e+0  1.10317640e-23  4.70433904e-3  1.16785602e-12  1.10316740e-23
  7.02500864e+0  1.07761692e-24  4.70433904e-3  9.38926890e-13  1.07760849e-24
  7.33603235e+0  9.47260980e-26  4.70433904e-3  7.54976889e-13  9.47253879e-26
  7.66082625e+0  7.45817096e-27  4.70433904e-3  6.07141046e-13  7.45811736e-27
  8.00000000e+0  5.23400687e-28  4.70433904e-3  4.88309021e-13  5.23397082e-28
  8.35419026e+0  3.25734351e-29  4.70433904e-3  3.92775823e-13  3.25732201e-29
  8.72406186e+0  1.78817603e-30  4.70433904e-3  3.15962567e-13  1.78816472e-30
  9.11030908e+0  8.61117199e-32  4.70433904e-3  2.54193132e-13  8.61111978e-32
  9.51365692e+0  3.61660102e-33  4.70433904e-3  2.04515405e-13  3.61658001e-33
  9.93486250e+0  1.31672419e-34  4.70433904e-3  1.64558116e-13  1.31671686e-34
  1.03747164e+1  4.12950478e-36  4.70433904e-3  1.32416152e-13  4.12948275e-36
  1.08340444e+1  1.10825969e-37  4.70433904e-3  1.06558610e-13  1.10825402e-37
  1.13137085e+1  2.52772575e-39  4.70433904e-3  8.57550739e-14  2.52771337e-39
  1.18146092e+1  4.86446471e-41  4.70433904e-3  6.90164733e-14  4.86444187e-41
  1.23376866e+1  7.83953275e-43  4.70433904e-3  5.55476268e-14  7.83949749e-43
  1.28839227e+1  1.04974551e-44  4.70433904e-3  4.47091456e-14  1.04974099e-44
  1.34543426e+1  1.15838860e-46  4.70433904e-3  3.59868477e-14  1.15838381e-46
  1.40500173e+1  1.04443370e-48  4.70433904e-3  2.89671928e-14  1.04442957e-48
  1.46720647e+1  7.62568912e-51  4.70433904e-3  2.33175488e-14  7.62566021e-51
  1.53216525e+1  4.46675563e-53  4.70433904e-3  1.87703373e-14  4.46673941e-53
  1.60000000e+1  2.07866177e-55  4.70433904e-3  1.51102934e-14  2.07865454e-55
  1.67083805e+1  7.60729222e-58  4.70433904e-3  1.21642227e-14  7.60726686e-58
  1.74481237e+1  2.16626330e-60  4.70433904e-3  9.79277069e-15  2.16625638e-60
  1.82206182e+1  4.74682212e-63  4.70433904e-3  7.88380244e-15  4.74680760e-63
  1.90273138e+1  7.91165532e-66  4.70433904e-3  6.34708130e-15  7.91163213e-66
  1.98697250e+1  9.90931217e-69  4.70433904e-3  5.10998810e-15  9.90928434e-69
  2.07494329e+1  9.20953188e-72  4.70433904e-3  4.11407871e-15  9.20950711e-72
  2.16680888e+1  6.26776068e-75  4.70433904e-3  3.31231452e-15  6.26774454e-75
  2.26274170e+1  3.08089550e-78  4.70433904e-3  2.66683604e-15  3.08088790e-78
  2.36292183e+1  1.07813936e-81  4.70433904e-3  2.14716956e-15  1.07813681e-81
  2.46753732e+1  2.64589662e-85  4.70433904e-3  1.72878589e-15  2.64589063e-85
  2.57678453e+1  4.48278894e-89  4.70433904e-3  1.39193998e-15  4.48277921e-89
  2.69086853e+1  5.15794268e-93  4.70433904e-3  1.12073743e-15  5.15793196e-93
  2.81000346e+1  3.96202714e-97  4.70433904e-3  9.02383130e-16  3.96201926e-97
  2.93441294e+1  1.99572919e-101  4.70433904e-3  7.26576709e-16  1.99572539e-101
  3.06433050e+1  6.47016761e-106  4.70433904e-3  5.85025919e-16  6.47015580e-106
  3.20000000e+1  1.32399556e-110  4.70433904e-3  4.71054990e-16  1.32399324e-110
  3.34167610e+1  1.67558627e-115  4.70433904e-3  3.79289453e-16  1.67558347e-115
  3.48962474e+1  1.28385745e-120  4.70433904e-3  3.05402290e-16  1.28385539e-120
  3.64412363e+1  5.82489315e-126  4.70433904e-3  2.45909917e-16  5.82488420e-126
  3.80546277e+1  1.52898946e-131  4.70433904e-3  1.98007581e-16  1.52898721e-131
  3.97394500e+1  2.26644153e-137  4.70433904e-3  1.59437126e-16  2.26643834e-137
  4.14988657e+1  1.84978110e-143  4.70433904e-3  1.28380422e-16  1.84977860e-143
  4.33361775e+1  8.09576260e-150  4.70433904e-3  1.03373614e-16  8.09575213e-150
  4.52548340e+1  1.84830915e-156  4.70433904e-3  8.32380761e-17  1.84830686e-156
  4.72584367e+1  2.13874105e-163  4.70433904e-3  6.70248235e-17  2.13873852e-163
  4.93507464e+1  1.21714375e-170  4.70433904e-3  5.39697647e-17  1.21714237e-170
  5.15356906e+1  3.30126540e-178  4.70433904e-3  4.34576736e-17  3.30126181e-178
  5.38173706e+1  4.12975803e-186  4.70433904e-3  3.49931821e-17  4.12975373e-186
  5.62000691e+1  2.30247118e-194  4.70433904e-3  2.81774265e-17  2.30246888e-194
  5.86882588e+1  5.52014207e-203  4.70433904e-3  2.26892462e-17  5.52013679e-203
  6.12866100e+1  5.48233822e-212  4.70433904e-3  1.82700438e-17  5.48233320e-212
  6.40000000e+1  2.16917975e-221  4.70433904e-3  1.47115971e-17  2.16917785e-221
