# listGammaModel[1, 0.01, 4., 0.015625, 0.00375, "bulge_g1_a01_b4_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  1.61049033e+0  3.63769035e-6  1.54712857e-2  3.64313500e-6  3.63765109e-6
  1.68179283e+0  3.06132294e-6  1.54793844e-2  3.06569193e-6  3.06129264e-6
  1.75625216e+0  2.57619180e-6  1.54871456e-2  2.57969787e-6  2.57616841e-6
  1.83400809e+0  2.16787119e-6  1.54945833e-2  2.17068508e-6  2.16785314e-6
  1.91520656e+0  1.82421307e-6  1.55017107e-2  1.82647151e-6  1.82419914e-6
  2.00000000e+0  1.53498811e-6  1.55085405e-2  1.53680098e-6  1.53497736e-6
  2.08854756e+0  1.29158312e-6  1.55150850e-2  1.29303844e-6  1.29157482e-6
  2.18101547e+0  1.08674615e-6  1.55213559e-2  1.08791447e-6  1.08673974e-6
  2.27757727e+0  9.14371637e-7  1.55273644e-2  9.15309690e-7  9.14366695e-7
  2.37841423e+0  7.69319497e-7  1.55331216e-2  7.70072722e-7  7.69315684e-7
  2.48371562e+0  6.47262632e-7  1.55386376e-2  6.47867469e-7  6.47259690e-7
  2.59367911e+0  5.44558528e-7  1.55439225e-2  5.45044256e-7  5.44556258e-7
  2.70851109e+0  4.58141081e-7  1.55489859e-2  4.58531202e-7  4.58139329e-7
  2.82842712e+0  3.85429494e-7  1.55538370e-2  3.85742819e-7  3.85428142e-7
  2.95365229e+0  3.24251555e-7  1.55584845e-2  3.24503221e-7  3.24250513e-7
  3.08442165e+0  2.72779022e-7  1.55629369e-2  2.72981189e-7  2.72778217e-7
  3.22098066e+0  2.29473209e-7  1.55672023e-2  2.29635619e-7  2.29472588e-7
  3.36358566e+0  1.93039180e-7  1.55712885e-2  1.93169656e-7  1.93038701e-7
  3.51250432e+0  1.62387170e-7  1.55752030e-2  1.62492001e-7  1.62386800e-7
  3.66801617e+0  1.36600106e-7  1.55789530e-2  1.36684331e-7  1.36599822e-7
  3.83041312e+0  1.14906271e-7  1.55825452e-2  1.14973944e-7  1.14906051e-7
  4.00000000e+0  9.66562795e-8  1.55859863e-2  9.67104768e-8  9.66561099e-8
  4.17709513e+0  8.11501740e-8  1.55892805e-2  8.11936540e-8  8.11500405e-8
  4.36203093e+0  6.78660582e-8  1.55924240e-2  6.79010644e-8  6.78659535e-8
  4.55515454e+0  5.65255095e-8  1.55954118e-2  5.65536989e-8  5.65254277e-8
  4.75682846e+0  4.68798933e-8  1.55982398e-2  4.69025938e-8  4.68798297e-8
  4.96743125e+0  3.87076778e-8  1.56009049e-2  3.87259572e-8  3.87076285e-8
  5.18735822e+0  3.18119634e-8  1.56034051e-2  3.18266812e-8  3.18119253e-8
  5.41702219e+0  2.60182077e-8  1.56057396e-2  2.60300524e-8  2.60181784e-8
  5.65685425e+0  2.11721306e-8  1.56079084e-2  2.11816682e-8  2.11721082e-8
  5.90730458e+0  1.71377834e-8  1.56099131e-2  1.71454590e-8  1.71377664e-8
  6.16884330e+0  1.37957695e-8  1.56117559e-2  1.38019457e-8  1.37957566e-8
  6.44196133e+0  1.10416049e-8  1.56134406e-2  1.10465734e-8  1.10415951e-8
  6.72717132e+0  8.78420689e-9  1.56149715e-2  8.78820322e-9  8.78419959e-9
  7.02500864e+0  6.94450315e-9  1.56163543e-2  6.94771683e-9  6.94449771e-9
  7.33603235e+0  5.45415061e-9  1.56175951e-2  5.45673441e-9  5.45414658e-9
  7.66082625e+0  4.25435864e-9  1.56187013e-2  4.25643564e-9  4.25435568e-9
  8.00000000e+0  3.29480871e-9  1.56196804e-2  3.29647802e-9  3.29480654e-9
  8.35419026e+0  2.53266481e-9  1.56205408e-2  2.53400643e-9  2.53266324e-9
  8.72406186e+0  1.93166942e-9  1.56212912e-2  1.93274724e-9  1.93166829e-9
  9.11030908e+0  1.46131982e-9  1.56219403e-2  1.46218572e-9  1.46131902e-9
  9.51365692e+0  1.09612046e-9  1.56224972e-2  1.09681605e-9  1.09611988e-9
  9.93486250e+0  8.14906982e-10  1.56229709e-2  8.15465736e-10  8.14906578e-10
  1.03747164e+1  6.00238019e-10  1.56233702e-2  6.00686732e-10  6.00237738e-10
  1.08340444e+1  4.37850707e-10  1.56237035e-2  4.38211232e-10  4.37850513e-10
  1.13137085e+1  3.16176205e-10  1.56239790e-2  3.16465811e-10  3.16176072e-10
  1.18146092e+1  2.25911377e-10  1.56242045e-2  2.26144027e-10  2.25911287e-10
  1.23376866e+1  1.59642828e-10  1.56243870e-2  1.59829741e-10  1.59642768e-10
  1.28839227e+1  1.11519471e-10  1.56245330e-2  1.11669659e-10  1.11519432e-10
  1.34543426e+1  7.69697653e-11  1.56246485e-2  7.70904610e-11  7.69697393e-11
  1.40500173e+1  5.24597429e-11  1.56247388e-2  5.25567456e-11  5.24597261e-11
  1.46720647e+1  3.52879802e-11  1.56248084e-2  3.53659614e-11  3.52879695e-11
  1.53216525e+1  2.34136701e-11  1.56248613e-2  2.34763666e-11  2.34136634e-11
  1.60000000e+1  1.53140640e-11  1.56249011e-2  1.53644809e-11  1.53140598e-11
  1.67083805e+1  9.86766122e-12  1.56249305e-2  9.90821041e-12  9.86765865e-12
  1.74481237e+1  6.25969478e-12  1.56249519e-2  6.29231264e-12  6.25969323e-12
  1.82206182e+1  3.90667109e-12  1.56249673e-2  3.93291283e-12  3.90667017e-12
  1.90273138e+1  2.39696456e-12  1.56249781e-2  2.41807951e-12  2.39696403e-12
  1.98697250e+1  1.44474058e-12  1.56249856e-2  1.46173238e-12  1.44474028e-12
  2.07494329e+1  8.54770539e-13  1.56249907e-2  8.68445876e-13  8.54770367e-13
  2.16680888e+1  4.96001974e-13  1.56249941e-2  5.07009179e-13  4.96001879e-13
  2.26274170e+1  2.82045002e-13  1.56249964e-2  2.90905361e-13  2.82044951e-13
  2.36292183e+1  1.57023624e-13  1.56249978e-2  1.64156317e-13  1.57023597e-13
  2.46753732e+1  8.55098935e-14  1.56249987e-2  9.12521152e-14  8.55098794e-14
  2.57678453e+1  4.55038032e-14  1.56249992e-2  5.01268216e-14  4.55037961e-14
  2.69086853e+1  2.36382524e-14  1.56249996e-2  2.73603391e-14  2.36382489e-14
  2.81000346e+1  1.19744647e-14  1.56249998e-2  1.49712763e-14  1.19744630e-14
  2.93441294e+1  5.90862112e-15  1.56249999e-2  8.32153516e-15  5.90862032e-15
  3.06433050e+1  2.83661425e-15  1.56249999e-2  4.77943030e-15  2.83661388e-15
  3.20000000e+1  1.32333852e-15  1.56250000e-2  2.88766436e-15  1.32333836e-15
  3.34167610e+1  5.99166122e-16  1.56250000e-2  1.85875061e-15  5.99166052e-16
  3.48962474e+1  2.62938302e-16  1.56250000e-2  1.27715556e-15  2.62938272e-16
  3.64412363e+1  1.11683749e-16  1.56250000e-2  9.28336785e-16  1.11683737e-16
  3.80546277e+1  4.58488306e-17  1.56250000e-2  7.03425832e-16  4.58488259e-17
  3.97394500e+1  1.81640852e-17  1.56250000e-2  5.47653941e-16  1.81640835e-17
  4.14988657e+1  6.93364539e-18  1.56250000e-2  4.33287702e-16  6.93364474e-18
  4.33361775e+1  2.54599822e-18  1.56250000e-2  3.45854573e-16  2.54599799e-18
  4.52548340e+1  8.97752972e-19  1.56250000e-2  2.77337327e-16  8.97752896e-19
  4.72584367e+1  3.03444156e-19  1.56250000e-2  2.22899234e-16  3.03444132e-19
  4.93507464e+1  9.81319129e-20  1.56250000e-2  1.79338042e-16  9.81319054e-20
  5.15356906e+1  3.03041200e-20  1.56250000e-2  1.44359245e-16  3.03041177e-20
  5.38173706e+1  8.91796500e-21  1.56250000e-2  1.16226804e-16  8.91796438e-21
  5.62000691e+1  2.49560585e-21  1.56250000e-2  9.35847020e-17  2.49560568e-21
  5.86882588e+1  6.62620423e-22  1.56250000e-2  7.53560450e-17  6.62620380e-22
  6.12866100e+1  1.66541258e-22  1.56250000e-2  6.06788151e-17  1.66541248e-22
  6.40000000e+1  3.95268259e-23  1.56250000e-2  4.88605598e-17  3.95268236e-23
